From	To	Distance	Frontsight Azimuth	Frontsight Inclination	Backsight Azimuth	Backsignt Inclination	Left	Right	Up	Down	North	East	Elevation	Description	Date	Surveyors	Comment	Scanned Notes
NTB18	PWV1	13.3996791	-140.889424	6.987032641	-140.889424	6.987032641	4.994597081	1.491106971	3	1				South in Northtown Ave.	2002-09-14	"Peter Quick, Pete Dickman, Suzanne DeBlois"		
PWV1	PWV2	16.10161172	-58.88961351	-2.741004045	-58.88961351	-2.741004045	0.991261822	0.991261822	0	0				South in Northtown Ave.	2002-09-14	"Peter Quick, Pete Dickman, Suzanne DeBlois"		
PWV1	PWV3	15.09692022	-87.88317611	9.493417968	-87.88317611	9.493417968	0.49979996	0.49979996	1.5	0				South in Northtown Ave.	2002-09-14	"Peter Quick, Pete Dickman, Suzanne DeBlois"		
PWV3	PWV4	8.995849043	-131.9285379	14.48433856	-131.9285379	14.48433856	0.49578221	0.49578221	0	1				South in Northtown Ave.	2002-09-14	"Peter Quick, Pete Dickman, Suzanne DeBlois"		
PWV1	PWV5	8.597790414	1.117824582	17.46223389	1.117824582	17.46223389	4.993756101	3.993707551	0	1				South in Northtown Ave.	2002-09-14	"Peter Quick, Pete Dickman, Suzanne DeBlois"		
PWV5	PWV6	15.09978808	-81.88069391	-6.235240233	-81.88069391	-6.235240233	0.999849989	8.998649899	1	4				South in Northtown Ave.	2002-09-14	"Peter Quick, Pete Dickman, Suzanne DeBlois"		
NTB18	PWV7	14.70076869	-73.90412308	-5.034208917	-73.90412308	-5.034208917	0	5.990008347	1.5	0.5				South in Northtown Ave.	2002-09-14	"Peter Quick, Pete Dickman, Suzanne DeBlois"	"Continues from Bb12 low, wet, and sharp."	
PWV7	PWV8	16.00452748	-70.88568642	-0.96663862	-70.88568642	-0.96663862	0.990403958	1.990602924	1.5	0.5				South in Northtown Ave.	2002-09-14	"Peter Quick, Pete Dickman, Suzanne DeBlois"		
PWV8	PWV9	8.505386529	-132.4191325	4.450505317	-132.4191325	4.450505317	1.493351934	1.493351934	1.5	0.5				South in Northtown Ave.	2002-09-14	"Peter Quick, Pete Dickman, Suzanne DeBlois"		
NTB28	PWV10	13.59962867	-97.9036851	0.463439453	-97.9036851	0.463439453	5.990208678	1.989296358	2	4				South in Northtown Ave.	2002-09-14	"Peter Quick, Pete Dickman, Suzanne DeBlois"		
PWV10	PWV12	13.60206234	-128.3964115	2.528192056	-128.3964115	2.528192056	2.489377432	0	1	1				South in Northtown Ave.	2002-09-14	"Peter Quick, Pete Dickman, Suzanne DeBlois"		
PWV12	PWV13	4.599489102	-143.4302085	-4.989097493	-143.4302085	-4.989097493	0	1.996997747	1	2				South in Northtown Ave.	2002-09-14	"Peter Quick, Pete Dickman, Suzanne DeBlois"		
PWV13	PWV14	4.002923931	128.1009518	0	128.1009518	0	0	1.992034136	1	2				South in Northtown Ave.	2002-09-14	"Peter Quick, Pete Dickman, Suzanne DeBlois"		
PWV14	PWV15	29.30116892	-122.8926867	-1.01686624	-122.8926867	-1.01686624	0.990202	1.988793604	1	1				South in Northtown Ave.	2002-09-14	"Peter Quick, Pete Dickman, Suzanne DeBlois"		
NTB34	PWV17	13.80837427	107.8682168	13.485061	107.8682168	13.485061	3.990814453	3.990814453	1	4				South in Northtown Ave.	2002-09-14	"Peter Quick, Pete Dickman, Suzanne DeBlois"		
PWV17	PWV18	13.202193	-144.3715047	-0.737798009	-144.3715047	-0.737798009	2.992941697	0	1	3				South in Northtown Ave.	2002-09-14	"Peter Quick, Pete Dickman, Suzanne DeBlois"		
PWV18	PWV19	33.794973	-91.90179971	-3.002220233	-91.90179971	-3.002220233	1.990904317	3.992117233	2.5	2.5				South in Northtown Ave.	2002-09-14	"Peter Quick, Pete Dickman, Suzanne DeBlois"		
NTB34	PWV21	19.80230542	-103.4045626	-0.983800719	-103.4045626	-0.983800719	1.987158776	0	1	1				South in Northtown Ave.	2002-09-14	"Peter Quick, Pete Dickman, Suzanne DeBlois"		
PWV21	PWV22	6.793886958	3.628942734	-0.506012461	3.628942734	-0.506012461	3.99011278	1.987988934	0	1.5				South in Northtown Ave.	2002-09-14	"Peter Quick, Pete Dickman, Suzanne DeBlois"		
PWV22	PWV23	9.100373619	-89.87407541	-0.503684969	-89.87407541	-0.503684969	0.490306027	2.496898076	1	1				South in Northtown Ave.	2002-09-14	"Peter Quick, Pete Dickman, Suzanne DeBlois"		
PWV23	PWV24	8.901702084	-114.9235399	-1.480559095	-114.9235399	-1.480559095	1.989271223	0.994635612	1	0.5				South in Northtown Ave.	2002-09-14	"Peter Quick, Pete Dickman, Suzanne DeBlois"		
PWV24	PWV25	7.101197082	-90.88761008	-0.564801888	-90.88761008	-0.564801888	1.99859951	1.99859951	0.5	1				South in Northtown Ave.	2002-09-14	"Peter Quick, Pete Dickman, Suzanne DeBlois"		
PWV25	PWV26	8.598866204	-125.3905077	0	-125.3905077	0	1.991506967	1.488220414	0.5	1				South in Northtown Ave.	2002-09-14	"Peter Quick, Pete Dickman, Suzanne DeBlois"		
PWV26	PWV27	4.804851715	-136.9400578	1.073273859	-136.9400578	1.073273859	1.992510979	2.489277003	0.5	1				South in Northtown Ave.	2002-09-14	"Peter Quick, Pete Dickman, Suzanne DeBlois"		
PWV27	PWV28	29.99032177	-124.4060949	-2.503519657	-124.4060949	-2.503519657	4.992674634	4.992674634	6	2				South in Northtown Ave.	2002-09-14	"Peter Quick, Pete Dickman, Suzanne DeBlois"		
NTB38	PWV30	10.39352202	55.07121517	-0.992325403	55.07121517	-0.992325403	0.998649088	0.998649088	1	1				South in Northtown Ave.	2002-09-14	"Peter Quick, Pete Dickman, Suzanne DeBlois"		
NTB36	PWV32	14.33381317	-117.1414118	7.012676393	-117.1414118	7.012676393	0.99362971	2.989648809	1	7				South in Northtown Ave.	2002-09-14	"Peter Quick, Pete Dickman, Suzanne DeBlois"		
PWV32	TI1	3.88068293	74.0546041	-88.92507569	74.0546041	-88.92507569	0.991261822	0.991261822	7	1				South in Northtown Ave.	2002-09-14	"Peter Quick, Pete Dickman, Suzanne DeBlois"	From TX18 right small passage. From TX19 right a 3x3.	
NTB52	NTB53	9.545669175	-124.298316	9.831897487	-124.298316	9.831897487	0.490917508	0.490917508	3	4				South in Northtown Ave.	2002-09-14	"Peter Quick, Pete Dickman, Suzanne DeBlois"		
NTB53	PWV34	16.99734685	-88.40885973	-5.232111026	-88.40885973	-5.232111026	1.994492417	1.994492417	1	4				South in Northtown Ave.	2002-09-14	"Peter Quick, Pete Dickman, Suzanne DeBlois"		
PWV34	PWV35	10.30400893	-133.8906768	-7.023850671	-133.8906768	-7.023850671	0.487954916	0.990050504	2	4				South in Northtown Ave.	2002-09-14	"Peter Quick, Pete Dickman, Suzanne DeBlois"		
PWV35	PWV36	1.6	0	90	0	90	4.991372557	0.993277403	0.5	5.5				South in Northtown Ave.	2002-09-14	"Peter Quick, Pete Dickman, Suzanne DeBlois"		
PWV36	PWV37	18.49641317	172.102218	-1.982904445	172.102218	-1.982904445	3.998012006	2.998166106	0	1.5				South in Northtown Ave.	2002-09-14	"Peter Quick, Pete Dickman, Suzanne DeBlois"		
NTB24	VVW1	5.901982718	83.14292767	36.01081958	83.14292767	36.01081958	1.989296358	0	2	2				South in Northtown Ave.	2002-09-14	"Peter Quick, Pete Dickman, Suzanne DeBlois"		
VVW1	VVW2	10.70361154	-36.89136076	3.96433721	-36.89136076	3.96433721	0.992018145	0	1	1.5				South in Northtown Ave.	2002-09-14	"Peter Quick, Pete Dickman, Suzanne DeBlois"		
VVW1	VVW3	7.59572248	145.0781874	14.4858434	145.0781874	14.4858434	1.987158776	0	2	2				South in Northtown Ave.	2002-09-14	"Peter Quick, Pete Dickman, Suzanne DeBlois"		
VVW3	VVW4	5.300811259	115.0627144	4.002536524	115.0627144	4.002536524	1.496562728	0	2	1.5				South in Northtown Ave.	2002-09-14	"Peter Quick, Pete Dickman, Suzanne DeBlois"		
VVW4	VVW5	5.2051609	-103.9291987	3.965864002	-103.9291987	3.965864002	0	1.998499437	0.5	0.5				South in Northtown Ave.	2002-09-14	"Peter Quick, Pete Dickman, Suzanne DeBlois"		
NTB21	VVW7	12.00197484	71.09604418	-3.774080118	71.09604418	-3.774080118	4.99004008	7.990100125	1	2				South in Northtown Ave.	2002-09-14	"Peter Quick, Pete Dickman, Suzanne DeBlois"		
VVW7	VVW8	46.70147856	-70.40477913	1.006069937	-70.40477913	1.006069937	10.99418028	0	2	2				South in Northtown Ave.	2002-09-14	"Peter Quick, Pete Dickman, Suzanne DeBlois"		
NTB22	VVW9	7.299630128	-104.9471953	15.98325543	-104.9471953	15.98325543	1.490134222	0	1.5	1.5				South in Northtown Ave.	2002-09-14	"Peter Quick, Pete Dickman, Suzanne DeBlois"		
VVW9	VVW10	8.198957251	-76.9244189	13.97474156	-76.9244189	13.97474156	1.496829984	0	3	0				South in Northtown Ave.	2002-09-14	"Peter Quick, Pete Dickman, Suzanne DeBlois"		
EXF16	EXF18	5.902219921	-124.980471	46.48140114	-124.980471	46.48140114	2.992006016	4.992003606	4	18				Park Ave - Chasm Drain connection 	2002-01-12	"Suzanne DeBlois, Liz Turpin"		
EXF18	EXF19	18.4	0	-90	0	-90	1.992786993	3.995409866	18	0				Park Ave - Chasm Drain connection 	2002-01-12	"Suzanne DeBlois, Liz Turpin"		
EXF19	EXF20	8.995876833	-71.87043784	30.97608383	-71.87043784	30.97608383	7.994060295	0.989797959	25	6				Park Ave - Chasm Drain connection 	2002-01-12	"Suzanne DeBlois, Liz Turpin"		
EXF20	EXF21	20.40424221	-167.40113	-0.982859651	-167.40113	-0.982859651	0.992471662	0.992471662	0	0				Park Ave - Chasm Drain connection 	2002-01-12	"Suzanne DeBlois, Liz Turpin"		
EXF20	EXF22	13.90190634	-12.97942703	65.99976296	-12.97942703	65.99976296	0.991816515	1.994241711	7	2				Park Ave - Chasm Drain connection 	2002-01-12	"Suzanne DeBlois, Liz Turpin"		
EXF22	EXF23	7.703823726	5.068018127	31.54155682	5.068018127	31.54155682	1.995419755	0.992975327	1	3				Park Ave - Chasm Drain connection 	2002-01-12	"Suzanne DeBlois, Liz Turpin"		
EXF23	EXF24	3.50137116	137.5707371	7.879442777	137.5707371	7.879442777	0.994635612	2.998132752	2	3				Park Ave - Chasm Drain connection 	2002-01-12	"Suzanne DeBlois, Liz Turpin"		
EXF24	EXF25	11.69858538	16.07942912	17.51113135	16.07942912	17.51113135	2.490722787	4.992894952	18	4				Park Ave - Chasm Drain connection 	2002-01-12	"Suzanne DeBlois, Liz Turpin"		
EXF25	EXF26	15.9030343	-34.39753747	-34.99293788	-34.39753747	-34.99293788	1.997198037	9.996819494	20	6				Park Ave - Chasm Drain connection 	2002-01-12	"Suzanne DeBlois, Liz Turpin"		
EXF26	EXF27	10.59553208	-79.98751191	-45.98608369	-79.98751191	-45.98608369	19.98990995	9.990005005	40	46				Park Ave - Chasm Drain connection 	2002-01-12	"Suzanne DeBlois, Liz Turpin"		
EXF27	EXF28	46	0	-90	0	-90	11.99216411	14.99542597	80	6				Park Ave - Chasm Drain connection 	2002-01-12	"Suzanne DeBlois, Liz Turpin"		
EXF28	EXF29	14.99851326	78.5532084	21.47137107	78.5532084	21.47137107	9.995448964	0.990454441	15	10				Park Ave - Chasm Drain connection 	2002-01-12	"Suzanne DeBlois, Liz Turpin"		
EXF29	EXF30	19.00595696	97.60272287	9.509513024	97.60272287	9.509513024	5.988430512	1.990226118	12	2				Park Ave - Chasm Drain connection 	2002-01-12	"Suzanne DeBlois, Liz Turpin"		
EXF30	EXF31	18.19588965	134.5961993	7.007864247	134.5961993	7.007864247	0.997045636	0.997045636	0	0				Park Ave - Chasm Drain connection 	2002-01-12	"Suzanne DeBlois, Liz Turpin"		
EXF30	EXF32	10.7	0	90	0	90	4.997479365	1.493753661	4	12				Park Ave - Chasm Drain connection 	2002-01-12	"Suzanne DeBlois, Liz Turpin"		
EXF32	EXF33	7.694140628	111.5561874	-16.53686332	111.5561874	-16.53686332	0.991261822	3.997661817	6	1				Park Ave - Chasm Drain connection 	2002-01-12	"Suzanne DeBlois, Liz Turpin"		
EXF33	EXF34	14.79909795	6.0741009	5.000674776	6.0741009	5.000674776	0.995037688	0.995037688	0	1				Park Ave - Chasm Drain connection 	2002-01-12	"Suzanne DeBlois, Liz Turpin"		
EXF28	EXF35	35.00201994	-44.40886484	2.996944282	-44.40886484	2.996944282	5.989532536	13.98728709	0	1				Park Ave - Chasm Drain connection 	2002-01-12	"Suzanne DeBlois, Liz Turpin"		
EW18	EWa1	8.197133645	-30.44045737	-32.0509586	-30.44045737	-32.0509586	0.993227064	1.991808224	5	0				EZS survey (KN Canyon area)	2002-01-11	"Suzanne DeBlois, Mike Fitch"	"Continue in ""MicroReady"""	
EWa1	EWa2	8.1	0	-90	0	-90	0.998649088	0.998649088	0	0				EZS survey (KN Canyon area)	2002-01-11	"Suzanne DeBlois, Mike Fitch"		
EWa2	EWa3	7.106412597	-75.9050719	1.532066335	-75.9050719	1.532066335	1.992636445	1.992636445	1	5				EZS survey (KN Canyon area)	2002-01-11	"Suzanne DeBlois, Mike Fitch"		
EWa3	EWa4	2.9	0	-90	0	-90	0.989797959	0.989797959	0	0				EZS survey (KN Canyon area)	2002-01-11	"Suzanne DeBlois, Mike Fitch"		
EWa4	EWa5	10.19567065	-136.9457848	-20.0171958	-136.9457848	-20.0171958	0.996443676	0	4	7				EZS survey (KN Canyon area)	2002-01-11	"Suzanne DeBlois, Mike Fitch"		
EWa5	EWa6	5.101323358	-159.9305035	1.460259865	-159.9305035	1.460259865	0.996443676	0	1	3				EZS survey (KN Canyon area)	2002-01-11	"Suzanne DeBlois, Mike Fitch"		
EWa6	EWa7	8.201920507	-136.8986124	-20.48230255	-136.8986124	-20.48230255	0	1.991230775	2	1				EZS survey (KN Canyon area)	2002-01-11	"Suzanne DeBlois, Mike Fitch"		
EWa7	EWa8	8.299331298	-165.9301421	-4.976893018	-165.9301421	-4.976893018	1.993614807	0	2	2				EZS survey (KN Canyon area)	2002-01-11	"Suzanne DeBlois, Mike Fitch"		
EWa8	EWa9	9.399622333	-94.43647449	-8.011236379	-94.43647449	-8.011236379	1.99218473	2.998216136	12	3				EZS survey (KN Canyon area)	2002-01-11	"Suzanne DeBlois, Mike Fitch"		
EWa9	EWa10	12.2	0	-90	0	-90	0.994635612	0.994635612	0	0				EZS survey (KN Canyon area)	2002-01-11	"Suzanne DeBlois, Mike Fitch"		
EWa10	EW37x	3.800697304	72.09332923	-6.951574899	72.09332923	-6.951574899	0.996242942	0.996242942	0	0				EZS survey (KN Canyon area)	2002-01-11	"Suzanne DeBlois, Mike Fitch"	2RI6 continues as a Belly Whomp. 3RI shots defines a small room.	
KO14	KO16	29.19959246	65.57074105	-5.995682007	65.57074105	-5.995682007	0.998599019	2.995797056	1	1				NT Ceiling Loops	1993-05-29	"Suzanne DeBlois, Mike Fitch"		
KO16	KO17	19.99895497	0.086029634	-2.493283469	0.086029634	-2.493283469	3.997299088	0.992975327	0	1				NT Ceiling Loops	1993-05-29	"Suzanne DeBlois, Mike Fitch"		
KO17	KO18	21.60015741	38.07974352	-1.008025962	38.07974352	-1.008025962	2.992924991	1.991230775	1	1				NT Ceiling Loops	1993-05-29	"Suzanne DeBlois, Mike Fitch"		
KO18	KO19	11.30552962	-9.453959082	-4.972825056	-9.453959082	-4.972825056	2.998833106	0.992471662	1	1				NT Ceiling Loops	1993-05-29	"Suzanne DeBlois, Mike Fitch"		
KO19	KO20	17.5968662	18.34215387	2.996906388	18.34215387	2.996906388	0	2.996030707	1	1				NT Ceiling Loops	1993-05-29	"Suzanne DeBlois, Mike Fitch"		
KO20	KO21	21.20694933	-25.92456398	-0.99969655	-25.92456398	-0.99969655	2.992022727	0.988433103	1	0				NT Ceiling Loops	1993-05-29	"Suzanne DeBlois, Mike Fitch"		
UV12	UV'13	19.70890662	81.09689973	0.697721452	81.09689973	0.697721452	3.997211528	1.997223072	4	0				Past Miller's Dome	2000-03-25	"Ronnie Harrison, Alex Seidel"	Added % to first 13 station due to conflict with KC & KC$. cjh 9/15/93	
UV'13	UV'14	7.474262505	65.65010481	19.21594593	65.65010481	19.21594593	0	2.49505511	2	1				Past Miller's Dome	2000-03-25	"Ronnie Harrison, Alex Seidel"		
UV'14	UV'15	5.914228606	-29.23446469	19.66235907	-29.23446469	19.66235907	0	3.494681674	2.5	0				Past Miller's Dome	2000-03-25	"Ronnie Harrison, Alex Seidel"		
UV'15	UV'16	10.60796399	-139.6163521	14.29912695	-139.6163521	14.29912695	0	2.490401574	0	2				Past Miller's Dome	2000-03-25	"Ronnie Harrison, Alex Seidel"		
UV'16	UV'17	8.182701265	-139.1254987	-13.354485	-139.1254987	-13.354485	1.491106971	1.491106971	2	0.5				Past Miller's Dome	2000-03-25	"Ronnie Harrison, Alex Seidel"		
UV'17	UV'18	5.740775209	-59.47254161	-11.2503085	-59.47254161	-11.2503085	1.991808224	4.993165329	3	0				Past Miller's Dome	2000-03-25	"Ronnie Harrison, Alex Seidel"	At 14 lower level belly crawl in mud	
UV'18	UV12	7.762119556	-88.49256424	-33.63996538	-88.49256424	-33.63996538	3.990613988	0	20	5				Past Miller's Dome	2000-03-25	"Ronnie Harrison, Alex Seidel"		
UV'16	UV'19	17.19965697	115.5364319	-1.99913545	115.5364319	-1.99913545	1.994442278	0	3	4.5				Past Miller's Dome	2000-03-25	"Ronnie Harrison, Alex Seidel"		
UV'19	UV'20	10.60332495	140.5721978	8.514909215	140.5721978	8.514909215	0	1.994241711	1.5	10				Past Miller's Dome	2000-03-25	"Ronnie Harrison, Alex Seidel"		
UV'20	UV'21	9.095900175	106.0581486	3.971598548	106.0581486	3.971598548	0.990050504	0.48846699	1.5	0				Past Miller's Dome	2000-03-25	"Ronnie Harrison, Alex Seidel"		
UV'21	UV'22	8.8067758	121.0530718	2.017237868	121.0530718	2.017237868	0.990403958	1.990602924	2	0				Past Miller's Dome	2000-03-25	"Ronnie Harrison, Alex Seidel"		
UV'22	UV'23	10.69525128	82.56859203	3.967441011	82.56859203	3.967441011	2.492388413	0	1	0.5				Past Miller's Dome	2000-03-25	"Ronnie Harrison, Alex Seidel"		
UV'23	UV24	4.193304186	168.9889048	-9.470980415	168.9889048	-9.470980415	0.49244289	2.989648809	0.5	2.5				Past Miller's Dome	2000-03-25	"Ronnie Harrison, Alex Seidel"		
UV24	UV25	7.791007637	68.59647148	-5.524122726	68.59647148	-5.524122726	2.987440376	4.995447928	5.5	2.5				Past Miller's Dome	2000-03-25	"Ronnie Harrison, Alex Seidel"		
UV25	UV26	4.194055317	164.0112475	30.04689853	164.0112475	30.04689853	1.494523335	0.49729267	5	5				Past Miller's Dome	2000-03-25	"Ronnie Harrison, Alex Seidel"		
UV26	UV27	8.39899994	-132.5017685	15.0436419	-132.5017685	15.0436419	0	2.994010688	1.5	1.5				Past Miller's Dome	2000-03-25	"Ronnie Harrison, Alex Seidel"		
UV27	UV28	16.99989118	-153.932374	0.505560792	-153.932374	0.505560792	0	5.989532536	40	5				Past Miller's Dome	2000-03-25	"Ronnie Harrison, Alex Seidel"		
UV28	UV29	10.6	0	90	0	90	12.99455655	3.989686704	15	0				Past Miller's Dome	2000-03-25	"Ronnie Harrison, Alex Seidel"		
UV29	UV30	19.59896171	-108.9377222	64.98138759	-108.9377222	64.98138759	3.988295375	2.992056149	8	6				Past Miller's Dome	2000-03-25	"Ronnie Harrison, Alex Seidel"		
UV30	UV31	3.902332636	-31.8907918	-18.06350651	-31.8907918	-18.06350651	0	3.997524234	10	5.5				Past Miller's Dome	2000-03-25	"Ronnie Harrison, Alex Seidel"		
UV31	UV32	3.503683776	176.6002858	29.96522603	176.6002858	29.96522603	0.994082492	0	7	10				Past Miller's Dome	2000-03-25	"Ronnie Harrison, Alex Seidel"		
UV32	UV33	7	0	90	0	90	0.992018145	0	0	17				Past Miller's Dome	2000-03-25	"Ronnie Harrison, Alex Seidel"		
UV33	UV34	4.794642844	-142.8908729	2.510294169	-142.8908729	2.510294169	2.993760177	14.99364199	1	2				Past Miller's Dome	2000-03-25	"Ronnie Harrison, Alex Seidel"		
UV34	UV35	31.99833277	-56.95060927	-0.501370591	-56.95060927	-0.501370591	2.997081914	9.994088253	0	1.5				Past Miller's Dome	2000-03-25	"Ronnie Harrison, Alex Seidel"		
UV35	UV36	19.69477088	-104.9390287	-10.00011499	-104.9390287	-10.00011499	1.489295135	4.99672893	1	1				Past Miller's Dome	2000-03-25	"Ronnie Harrison, Alex Seidel"		
UV36	UV37	37.00206075	-166.9716791	3.005367738	-166.9716791	3.005367738	2.990551789	13.99511701	0	3				Quiet City area	1994-05-31	"Seamus Decker, John Kocabik"		
UV37	UV38	18.80205042	-110.4597139	-1.493353665	-110.4597139	-1.493353665	0.49244289	11.99148031	0.5	2				Quiet City area	1994-05-31	"Seamus Decker, John Kocabik"		
UV38	UV39	13.30379269	-42.46805875	-3.016100428	-42.46805875	-3.016100428	3.996998874	7.997905976	1	4.5				Quiet City area	1994-05-31	"Seamus Decker, John Kocabik"		
UV39	UV40	19.89653739	-91.46880071	0	-91.46880071	0	3.993619912	7.997662158	1	4.5				Quiet City area	1994-05-31	"Seamus Decker, John Kocabik"		
UV40	RN1	15.40153239	-83.43795563	0.520826071	-83.43795563	0.520826071	4.991963542	19.99536446	1.5	3.5				Quiet City area	1994-05-31	"Seamus Decker, John Kocabik"		
RN1	UV41	21.49795107	-12.48528092	4.99018181	-12.48528092	4.99018181	2.992524018	2.992524018	0	3				Quiet City area	1994-05-31	"Seamus Decker, John Kocabik"		
UV41	UV42	21.79554542	-63.45848375	-2.498136159	-63.45848375	-2.498136159	0	4.994897396	2.5	1				Quiet City area	1994-05-31	"Seamus Decker, John Kocabik"		
UV42	UV43	13.7000219	-69.97758371	-1.003771426	-69.97758371	-1.003771426	4.499111023	0	2	2				Quiet City area	1994-05-31	"Seamus Decker, John Kocabik"		
UV43	UV44	15.90367568	-69.45660658	1.008801205	-69.45660658	1.008801205	6.995441373	1.994241711	3	1				Quiet City area	1994-05-31	"Seamus Decker, John Kocabik"		
UV44	UV45	28.09777393	51.53782857	-2.508965184	51.53782857	-2.508965184	1.994091272	4.497399248	3.5	1				Quiet City area	1994-05-31	"Seamus Decker, John Kocabik"		
UV45	UV46	13.69981752	39.54282205	3.012593085	39.54282205	3.012593085	3.99011278	2.996080773	3	1.5				Quiet City area	1994-05-31	"Seamus Decker, John Kocabik"		
UV46	UV47	10.60559286	67.54639002	-1.026513148	67.54639002	-1.026513148	0	7.994204151	3	0				Quiet City area	1994-05-31	"Seamus Decker, John Kocabik"		
UV47	UV48	13.2007727	-1.998889598	2.518205116	-1.998889598	2.518205116	4.990110219	0	2	1.5				Quiet City area	1994-05-31	"Seamus Decker, John Kocabik"		
UV48	UV49	22.30124212	38.55140771	-2.0043648	38.55140771	-2.0043648	0	5.995331517	2	2				Quiet City area	1994-05-31	"Seamus Decker, John Kocabik"		
UV49	UV50	9.508101808	18.00708605	11.52699357	18.00708605	11.52699357	4.991963542	0	2	2				Quiet City area	1994-05-31	"Seamus Decker, John Kocabik"		
UV50	UV51	12.59977778	66.06594565	-13.0264478	66.06594565	-13.0264478	2.993877085	3.98874667	3	18				Quiet City area	1994-05-31	"Seamus Decker, John Kocabik"		
UV51	UV52	14.00720172	12.04898454	2.987382979	12.04898454	2.987382979	5.990133554	2.99147121	2	17				Quiet City area	1994-05-31	"Seamus Decker, John Kocabik"		
UV52	RN15	59.49658898	80.04055371	0	80.04055371	0	0.994635612	0.994635612	0	0				Quiet City area	1994-05-31	"Seamus Decker, John Kocabik"		
RN1	RN2	36.80613264	-139.9687854	3.489144242	-139.9687854	3.489144242	3.993619912	0	6	1				AMP/ANT survey continued.	1994-05-31	"Brian Davis, Jeff Brummel, Dennis D. Kendrick"		
RN2	RN3	15.29722524	160.5454078	2.510289013	160.5454078	2.510289013	0	4.992494367	1	1				AMP/ANT survey continued.	1994-05-31	"Brian Davis, Jeff Brummel, Dennis D. Kendrick"		
RN3	RN4	30.1049946	108.0254421	1.998763767	108.0254421	1.998763767	0	4.995207703	1	1				AMP/ANT survey continued.	1994-05-31	"Brian Davis, Jeff Brummel, Dennis D. Kendrick"		
RN4	RN5	13.7992536	115.5436787	-0.498257399	115.5436787	-0.498257399	5.991276992	0	2	1				AMP/ANT survey continued.	1994-05-31	"Brian Davis, Jeff Brummel, Dennis D. Kendrick"		
RN5	RN6	41.5043564	-172.4673986	-0.993992781	-172.4673986	-0.993992781	4.995888309	0	1	1				AMP/ANT survey continued.	1994-05-31	"Brian Davis, Jeff Brummel, Dennis D. Kendrick"		
RN6	RN7	18.50087836	-135.9665549	4.495147088	-135.9665549	4.495147088	1.99218473	5.997541163	0	2				AMP/ANT survey continued.	1994-05-31	"Brian Davis, Jeff Brummel, Dennis D. Kendrick"		
RN7	RN8	26.19445361	123.0339681	2.99800291	123.0339681	2.99800291	0	1.994492417	2	1				AMP/ANT survey continued.	1994-05-31	"Brian Davis, Jeff Brummel, Dennis D. Kendrick"		
RN8	RN9	6.303403842	71.07038178	8.944145938	71.07038178	8.944145938	1.995419755	1.995419755	1	2				AMP/ANT survey continued.	1994-05-31	"Brian Davis, Jeff Brummel, Dennis D. Kendrick"		
RN1	RN10	14.79817218	-46.47862582	0.503342376	-46.47862582	0.503342376	1.99812412	0.997246208	1	3				AMP/ANT survey continued.	1994-05-31	"Brian Davis, Jeff Brummel, Dennis D. Kendrick"	Right of XC8 4wx3h tube.	
RN10	RN11	21.19699271	-90.4624915	-6.501176082	-90.4624915	-6.501176082	0.996443676	2.994561738	1	2				AMP/ANT survey continued.	1994-05-31	"Brian Davis, Jeff Brummel, Dennis D. Kendrick"		
RN11	RN12	10.10349444	-152.9267956	3.46134636	-152.9267956	3.46134636	0.990202	1.989798985	1	2				AMP/ANT survey continued.	1994-05-31	"Brian Davis, Jeff Brummel, Dennis D. Kendrick"		
RN12	RN13	7.296848635	-166.9935964	-2.985158472	-166.9935964	-2.985158472	1.991230775	0	1	2				AMP/ANT survey continued.	1994-05-31	"Brian Davis, Jeff Brummel, Dennis D. Kendrick"		
RN13	RN14	7.105490835	-114.9779168	0.967677051	-114.9779168	0.967677051	1.995419755	1.995419755	1	0				AMP/ANT survey continued.	1994-05-31	"Brian Davis, Jeff Brummel, Dennis D. Kendrick"		
RN15	RN16	34.40433839	51.5301707	1.998843376	51.5301707	1.998843376	1.995294464	5.993204485	2	0				AMP/ANT survey continued.	1994-05-31	"Brian Davis, Jeff Brummel, Dennis D. Kendrick"	"At HWN1 is side lead that goes ""Up to void, near K6""."	
RN16	RN17	43.79545753	42.53618859	2.499566519	42.53618859	2.499566519	11.99657034	1.995845685	2	0				AMP/ANT survey continued.	1994-05-31	"Brian Davis, Jeff Brummel, Dennis D. Kendrick"		
EXF35	EXF36	29.00194131	171.9677435	-1.995743673	171.9677435	-1.995743673	5.997707896	9.997104581	84	6				Mop up off Penny Lane	2010-12-29	"Mike Dowden, Brian Davis, Adam Manship"		
EXF28	EXF37	10.40460475	89.94431899	-8.511701178	89.94431899	-8.511701178	1.991506967	0	10	4				Mop up off Penny Lane	2010-12-29	"Mike Dowden, Brian Davis, Adam Manship"		
EXF37	EXF38	7.004976802	116.4910735	-8.538032144	116.4910735	-8.538032144	0	1.496028075	3	1				Mop up off Penny Lane	2010-12-29	"Mike Dowden, Brian Davis, Adam Manship"		
EXF38	EXF39	5.100460764	102.4863769	30.5172174	102.4863769	30.5172174	1.496161756	0	3	2.5				Mop up off Penny Lane	2010-12-29	"Mike Dowden, Brian Davis, Adam Manship"		
